company_key,company_name,company_disclosed,country_key
co-ed0caf51f860e5c2,Uelzener Allgemeine Versicherungs-Gesellschaft a.G.,True,de
co-b17044523db80a75,Unfallkasse Baden-Württemberg,True,de
co-8ed92791f1bc4d25,Union Investment,True,de
co-a02a07aef55169e1,Unique Engineering eine Marke der Unique Personalservice GmbH,True,de
co-5184239dfe0af13e,Unique Personalservice GmbH,True,de
co-1d947e8e70778669,VR-Bank Mittelfranken Mitte eG,True,de
co-319bf55f7a9028c4,VULKAN Gruppe,True,de
co-9c03c866c8ee846d,Verlag Der Tagesspiegel,True,de
co-a8cd0bb63c9b9c1c,Vesterling AG,True,de
co-d0aaea380aecd8c7,Vilo-Personal,True,de
co-de7aa1ff73264a28,Vilo-Personal GmbH - Berlin,True,de
co-89e942f455341d59,WEVO-CHEMIE,True,de
co-efaba8cb3a176238,WWK Lebensversicherung a. G.,True,de
co-d1eb7b1f4246db02,WWK Lebensversicherung a.G.,True,de
co-f9c830a0f12161da,Wall Street Docs,True,de
co-2d3ae9fb7244b732,Wbs Gruppe,True,de
co-662bc8aef01b35ca,WeMatch.,True,de
co-39845c7049ed85d7,Weig Holding & Co. KG,True,de
co-a81a239ca824d9ec,Westwing Group SE,True,de
co-f6d594cf4996c5de,Wolters Kluwer,True,de
co-03f7dbdd55db4c34,Wolters Kluwer Tax & Accounting Deutschland GmbH,True,de
co-335fdd0a7a61f4ab,Workwise GmbH,True,de
co-5fddf983f58bf12a,XSYS Germany GmbH,True,de
co-2dc6290a2806d4f3,YER,True,de
co-52025f8187e22d22,Yadimen Consulting Limited,True,de
co-9e5763d00aef63e9,Zalando,True,de
co-960a46b8053a33f8,ZeKju GmbH,True,de
co-0672e76efdf28c36,Zenjob,True,de
co-504fa727ce74e976,Zurich Insurance Company Ltd.,True,de
co-7bfa3b00097b1095,ZweiDigital GmbH,True,de
co-2ca6bdf213ee4ae3,a-team Personalmanagement,True,de
co-c5d6fc7c77c5e8bb,a-team Personalmanagement - HG,True,de
co-1fe13f2639a2cced,adesso SE,True,de
co-f057ad5f19048c15,adesso insurance solutions GmbH,True,de
co-e398a568da199ccb,adjoe,True,de
co-4d78947f6f5969d4,adsquare,True,de
co-7942ef8355de3f30,afb Stellenübersicht,True,de
co-07626e52c50ebb43,base camp management consulting,True,de
co-811bf92c7b6703b2,bedrop,True,de
co-363787af10de116b,campoint AG,True,de
co-a11604046b599cc8,cinify GmbH,True,de
co-49a9bfe2d3216717,comrce GmbH,True,de
co-5d95ec359ba64079,conceed,True,de
co-d26be562b62c572a,denkwerk,True,de
co-1fffc971ce07af23,denkwerk GmbH,True,de
co-1b7f73e513bd0283,duerenhoff GmbH,True,de
co-893ecc90b4d74ed4,ec Advisors,True,de
co-9cdcf4e929b6b7bc,elaboratum,True,de
co-ae0887f71a3525e1,enercity,True,de
co-51fd772a5cad079c,energy & meteo systems GmbH,True,de
co-7238a5bbfe7765b0,engineering people GmbH,True,de
co-31ec9a467ceb299c,"epay, a Euronet Worldwide Company",True,de
co-b14110ebb478ba91,exmox,True,de
co-9bfeebec0c688710,expert Warenvertrieb GmbH,True,de
co-865803b66796fced,expertum GmbH,True,de
co-28f2463378d144eb,exporto your career,True,de
co-6b0eccb441571419,fair parken,True,de
co-af6e81729b9e5f52,femtasy,True,de
co-12a3b377a687b02d,findic,True,de
co-b9deae75b76a118a,finwyz GmbH,True,de
co-bdb8f2f3016ab175,flaschenpost,True,de
co-e7ba8181d1b63344,freenet,True,de
co-f2349edd10ab6057,ghd Deutschland GmbH,True,de
co-ab9ed5394e45c13b,global CT,True,de
co-2a8406de5246bfba,hyrUP GmbH,True,de
co-7669c43706d7b1f5,ibau GmbH,True,de
co-694210b434667b54,inasys,True,de
co-7d83f4930201c88b,inovisco MOBILE MEDIA GmbH,True,de
co-6753c46280bf2b89,itestra,True,de
co-4d1cd9950da14ee8,jobvalley,True,de
co-4c763762f2981928,knk Gruppe,True,de
co-fae10583c2aedd09,mbi,True,de
co-e17b37ee68373010,medermis clinics,True,de
co-9a557324ab440107,parcIT,True,de
co-92e1a06f055a8ae4,pmX GmbH,True,de
co-9a9bcc6c5e9a356c,pmX Group,True,de
co-1e1cebb6363e56ba,proSenio,True,de
co-41e111ed79c406a6,prowork Personal GmbH,True,de
co-786e19720242278c,pub.tech,True,de
co-c4c4616620f438e3,rocket Engineering,True,de
co-fdc8aceea5d92c95,rocket Engineering GmbH,True,de
co-d8adb13909f2d09c,stylink Social Media,True,de
co-beef0f3fa76208a5,tante-e,True,de
co-66007ae9a8ee48dd,twomynds,True,de
co-0df981253d844ac8,univativ,True,de
co-83c34eb79742b2d2,valantic Management Consulting,True,de
co-f99cdcda5a3a4a23,viadee Unternehmensberatung AG,True,de
co-5f60b44a90935989,wissner-bosserhoff GmbH,True,de
co-91f39b507d69c22e,wwwe GmbH,True,de
co-cdc9a5a32e474afb,x-markets consulting,True,de
co-b2719d520dd05758,x1F GmbH,True,de
co-de7086b03412e792,zooplus SE,True,de
co-70185e0a3565921d,Öffentliche Sachversicherung Braunschweig,True,de
co-5b23e592a6e86cf7,302 MstarEurServSL Morningstar Europe Services Legal Entity,True,es
co-133a7e0763b388b5,ABB Robotics Poland Sp. z o.o.,True,es
co-fa0b2b46c8b7ceb1,ACNUR Comité español,True,es
co-0880111d43e35647,ALDES ALD Automotive SA,True,es
co-7ef163995d4f95b2,ALTEN Spain,True,es
co-7bb2e802fc9f3e29,ART Design LLC,True,es
co-51ba758b16bfec14,AXA,True,es
co-b56401c5452bd77a,AXON-Networks,True,es
co-2881470e28a97e04,Accenture,True,es
co-92f3c20278c8efd0,AdegiLan,True,es
co-0cc303a787c3ce68,Agilent Technologies,True,es
co-384098da014c872a,Air Apps,True,es
co-0435f2d044d503cd,Air Liquide,True,es
co-4b250d5067b47291,Airalo,True,es
co-c3adf60bc006255d,Akka Technologies,True,es
co-1902b5a515f247ab,Akkodis,True,es
co-b34764fdeca050a7,Alantra Solar Energy Advisors,True,es
co-3f6ffd77ad294061,Alarmas Verisure Argentina,True,es
co-293443d8c43aef88,Alexion,True,es
co-5186f2379e5773c5,"All European Careers, S.L.",True,es
co-38872b200a3c780f,Alliance Specialist Supplies,True,es
co-f07165c8fb78b1a2,Allianz,True,es
co-82f9124e8f4397a8,Amaris Consulting,True,es
co-099fd3e597f18cd6,Amazon,True,es
co-7d08a7627f483504,Amazon EU SARL - C16,True,es
co-15102a9639d7312e,"Amazon Spain Services, S.L.U.",True,es
co-7cfb9d5e57f89638,"Amazon Spain Services, S.L.U. - B76",True,es
co-cba65e925204c5e8,Ametller Origen,True,es
co-f91f7a16654a2252,Amex,True,es
co-c77b46eda58f99f9,Analog Devices,True,es
co-9a781540947be848,Applus IDIADA,True,es
co-74d3a109d52b14f0,Aristocrat,True,es
co-0378837d8404490b,Aristocrat Technologies,True,es
co-e3f656f5f3a962f1,Arxada,True,es
co-d4d398774542990a,Astara,True,es
co-daddaba527a5d8bc,AstraZeneca,True,es
co-2be8bbe324e7404e,Aubay Spain,True,es
co-d0065d362ccac822,Auren Personas,True,es
co-e0f4f331d66ac853,Axpe Consulting,True,es
co-50c473d713cd0beb,Axpo,True,es
co-224f141d3baab7e5,Axpo Group,True,es
co-025b3894ae22661a,"Axxis Systems Europe, S.L.",True,es
co-c33810ca0a5f2d0e,BASF,True,es
co-9e2eced3100a8bfd,BBVA,True,es
co-f642401ef5721e6c,Babel,True,es
co-394df93d4286b556,Back Market,True,es
co-56a4d929bce18b23,Banco Santander,True,es
co-c005d14e4c979898,Barceló Explotaciones Hoteleras Canarias,True,es
co-24518847ee794e59,Barceló Hotel Group,True,es
co-9b88dda22a833658,Behum,True,es
co-70113e842e0524b2,BizAway,True,es
co-1cfa0a33727dd1cb,Blip Global,True,es
co-71c30f841ae35590,"Bluetab, an IBM Company",True,es
co-9d924e2b3a729191,BonArea AGRUPA,True,es
co-fca2a76629636f38,Booksy,True,es
co-e4f0a7d0f0540b9f,Brambles,True,es
co-764968cb4da58ce2,Burger King Spain SLU,True,es
co-4f2accc1444dbf90,CAPITOLE CONSULTING,True,es
co-125b13527275caf1,CAS Training,True,es
co-4d08ed3df5e31bd6,CGI,True,es
co-7b6c8826c5062064,CHEP,True,es
co-ee575585aa52d3b8,CaixaBank,True,es
co-4d2d522e99625bee,Careerwise,True,es
co-ce968d10297ad258,Carrefour,True,es
co-e082d2073a64c3b6,Cencora,True,es
co-8a75f905fcd5f092,Cigna,True,es
co-c3f55f408b752c13,Cigna Group,True,es
co-6bdb1a573bf84f8d,Ciklum,True,es
co-f980d519b1126cfb,Constructor,True,es
co-100517dcd3cc2b5a,Content Square,True,es
co-3ed6ae99a036dd7e,Contentsquare,True,es
co-3c7eca0827214445,CooperCompanies,True,es
co-5418ecfb760dbfa5,CoverGo,True,es
co-3705742e67204aaa,Criteo Technology,True,es
co-97d2fe73e0bcf57b,Cross Border Talents,True,es
co-f602d1084d8f3eab,DDB,True,es
co-fb102a869e2f314e,DIGI España,True,es
co-684f9b44bb5e7302,DISA HOLDING ENERGÉTICO,True,es
co-af706c60dfa474e9,DKB Code Factory,True,es
co-83e5e71d8be5730b,DNA325,True,es
co-007294a74683d67a,DWS,True,es
co-bc17c8bdfda8edaa,DXC Technology,True,es
co-24ef489b235568a5,Danaher,True,es
co-9c421a3e417fea8e,Danaher Corporation,True,es
co-54a6c4cb5bf3b6db,Deel,True,es
co-a95eeb374ac8d0a4,Deep DSG,True,es
co-05cd0e61197263e7,Deloitte,True,es
co-c67924928e512114,Dentsply Sirona,True,es
co-9c8d13182c488422,DerbySoft,True,es
co-5816d3b70e43af73,Deutsche Bank,True,es
co-28a976d8c74fe859,Dexcom,True,es
co-12a8de1e98c2abcf,Doctoralia Spain,True,es
co-759c20fc1f0e8452,Dynatrace,True,es
co-2f5deb3573d2968e,Eaton Corporation,True,es
co-38329b49597a508a,Ebury,True,es
co-39b4737e486deac1,Edenred,True,es
co-d02711322d75dbd6,El Corte Ingles,True,es
co-d55a3e6ce411eb4c,Embat,True,es
co-4e20612517d3fab0,Eurofins,True,es
co-6d3d83408c843960,EverAI,True,es
co-b404c045cc6a0b6b,"Excelia, SL",True,es
co-706b4afca50b8c53,Experis España,True,es
co-4d899414b8e1c1d7,Factorial,True,es
co-87fd814f103a3b88,FeverUp,True,es
co-58ebb15f19db2fe8,Finsolutia,True,es
co-180165f6e19a9ca9,Flowserve Corporation,True,es
co-0edbb17cf66f724a,Freenow,True,es
co-7ed40a1d13472c7f,Fresenius Medical Care,True,es
co-2e6e5e3c6d737896,Fuego Camina Conmigo,True,es
co-a6fe292d925cf410,Fundació Esade,True,es
co-ae08bcca3d221a07,Further Group,True,es
co-7550c07ec005a089,GMV,True,es
co-9257a5942de97865,GRUPO DATCON,True,es
co-0c8c6528913913f0,Gartner,True,es
co-4b20eacc0634ea90,Getnet,True,es
co-fb50a4ccb724dce5,Glovo,True,es
co-47709d43a22095ce,Gracia101 Talent Solutions,True,es
co-89b50c3ba225b8e0,GreenYellow,True,es
co-cd7106e91d759ec7,Greystar Management Services,True,es
co-bcea1e547d0c09fc,"Grifols Shared Services North America, Inc",True,es
co-201bcff6ea230a2b,Grupo DIA,True,es
co-4cf882be5557697e,Grupo Eulen,True,es
co-a02e7139b1263c84,Grupo NS,True,es
co-99dd65801a9b8c01,Grupo Oliva Nova,True,es
co-123357af238173bf,Grupo PROEDUCA,True,es
co-c365bcdc442b2ef3,Grupo Viarium,True,es
co-d0c21c712ae75433,Guess Europe Sagl,True,es
co-98b6185129e4f4b5,Guesty,True,es
co-3c3df1ee36bb4508,HBX Group,True,es
co-c9b7fd104ec098a0,HP,True,es
co-2e01d144ae6bdb0c,Hayward Ibérica SLU,True,es
co-b4e5213fa9873d74,Hellio Solutions,True,es
co-02bd3ef2ad3c2ad0,Hillebrand Gori Spain S.L.,True,es
co-b9c359bf39bc7e3f,Hipoges,True,es
co-95435f4d2085eef6,Hitachi,True,es
co-5cefc8a334c8418e,Honda Bank GmbH Sucursal en España,True,es
co-34eff464f1e8d0da,Huzzle,True,es
co-add353024b34f404,IE University,True,es
co-37c824c8d6c954fa,IGTP,True,es
co-434db328d439ce06,ING,True,es
co-1cca691c5d670f0a,IQVIA,True,es
co-7850457742eb7e82,Ibertech IT Services,True,es
co-b9132c56f3421f8a,Iddtek,True,es
co-35abf8a966aa9dc3,Impala Terminals,True,es
co-8b664aa06403afe0,InPost Iberia,True,es
co-f8b7d3b10eca1d09,Incoming Domain,True,es
co-0edde0ea508d45c2,Indra Group,True,es
co-7e93e2ada1424a0f,Ineo Innovative Technologies,True,es
co-4559213783b615cc,Infront,True,es
co-3a3db6b314b1d403,Initiumsoft,True,es
co-8849dd466385e749,International,True,es
co-a02e76b0d7022960,Intetics,True,es
co-b1e10d592065da04,JLL,True,es
co-16e538b8a7674766,Job&Talent,True,es
co-819bd74c675ecc10,Jobgether,True,es
co-ee3f5afd17d0238d,Juniper Travel Technology,True,es
co-d2b9f5f04c90cfc7,"Kapres Technology, S.L.",True,es
co-ded23c964fb00bfc,Kids&Us,True,es
co-f653649d455cf23d,Kiwi.com,True,es
co-a0ce24576f7402d7,Krell Consulting,True,es
co-c22de5ff28be6804,Kyndryl,True,es
co-94170b7270824942,"LICENCIAS, PROYECTOS Y SEGURIDAD Y SALUD",True,es
co-2b80101c2c8f6636,LOOKIERO OUTFITTERY GROUP,True,es
co-0a043b155051bbc6,LUZA Group,True,es
co-5e8d598e2da354ab,La Casa de las Carcasas,True,es
co-93f48d63eb327849,Labhouse,True,es
co-f6b5395a7ef5aedd,Lawrence Harvey,True,es
co-3a7382e504e01595,Leadtech Group,True,es
co-8721ea8ee9713004,Leroy Merlin España,True,es
co-45af997ffaf228c6,Lidl,True,es
co-466d5c6a326271ac,Lightcast,True,es
co-dcdb1ddaed2973e2,Lodgify,True,es
co-748d6b314d1130aa,Lokalise,True,es
co-ea2b169006d59de7,MIGx AG,True,es
co-a6725349860c5241,Mango,True,es
co-f2e39a323f285b76,Manychat,True,es
co-5f19eabafecf6d8a,Marel,True,es
co-ac15d1bfadaedb84,Marsh McLennan,True,es
co-04f165fe59793073,May Business Consulting,True,es
co-6b1d6d6982706751,MediaRadar,True,es
co-b8f36445b09ac609,"MediaRadar, Inc.",True,es
co-eda6aa2b58d7fe79,Mediamarkt,True,es
co-5d37dd9d743c32d8,Medtronic,True,es
co-07bbc4f9624c93cc,Menlo Ventures,True,es
co-195473c54fd2e9ad,Mercagranada S.A,True,es
co-f966b833c1cef702,Mercor,True,es
co-e63074a29bd4a1e0,Moniepoint,True,es
co-3a731b31a3fed5cc,Morningstar,True,es
co-f3324cd34df05b47,Mts Globe,True,es
co-60bc600f68b1629f,My Company Tendam,True,es
co-feeb2417bc2c8aaf,N26,True,es
co-9017189b2612e993,NDT Global,True,es
co-599f9410b7eeb955,NN Group,True,es
co-a5a3424ea4c52ba9,NSI,True,es
co-6004d52b9da17033,"NTT America, Inc.",True,es
co-3dde4c41b78f8786,Nacre Capital,True,es
co-cd688e4315f803e9,Niji,True,es
co-4df898f71d58da81,Not disclosed,False,es
co-127159e1d7dea458,Nsifoods,True,es
co-30642de5f3133ea1,Nunegal Consulting,True,es
co-770d9628ec0a431b,Ocaso,True,es
co-c66a098d9d0fbee4,Octoenergy-solutions,True,es
co-a5e248d7212b7d97,Oficina de Treball del SOC,True,es
co-5b64774905cd0a89,Ogury,True,es
co-06f62b4fd434c883,Omya,True,es
co-1e8970f6c66770e2,Ormazabal,True,es
co-3713984da7c16f55,Otto Group one.O,True,es
co-b2ae007bee6589f0,PPG,True,es
co-75c7fbac0e5825d9,PRGX,True,es
co-375fe8c0d636c09e,PRGX France,True,es
co-53feee77dbcead43,PRGX Global,True,es
co-2483b5d866480329,Papernest,True,es
co-78b22d4f7e290829,Payoneer,True,es
co-c6426edf57709422,Playtomic,True,es
co-3acfbaf761c7ebe8,Plexus Tech,True,es
co-7539d94a39aee989,Prenomics SL,True,es
co-653203a44e1a652b,Preply,True,es
co-6a3b1e73d5f73a43,Prodware Group,True,es
co-12aee85e0271d4d6,Propelling Tech,True,es
co-c5808737b6cf6b1b,Pump Dynamics,True,es
co-ed511eb34db61a09,Qaracter - Beyond your Challenge,True,es
co-79a883cb3101511a,Quest Global,True,es
co-64255261c98ba6f0,Quoviz Consulting,True,es
co-6551ac70b7dc5705,RDT,True,es
co-54f047a51d88f0c9,RED Global,True,es
co-6c21ab0cd3f66798,RM TRADE SAU,True,es
co-f34784e99cba31ce,RODI MOTOR SERVICES,True,es
co-0d2e944aee673ef1,Randstad España,True,es
co-d9b86812645b28d2,Rawson BPO,True,es
co-1c0d30a93f987262,Revlon,True,es
co-0e4cbc7821df13ac,Roche,True,es
co-b9102820a841ae78,RockStar Data,True,es
co-5404f5e12950bba5,RouteGenie,True,es
co-c3c506bf276e737c,Rover.com,True,es
co-ea261958e824d6c6,SCRM,True,es
co-f9c59631ce30266b,SEGULA Technologies,True,es
co-fbe7cfea40284d83,STANDBY.es,True,es
co-2cda4ca5331f46b4,Salt,True,es
co-d1ffc7a20da5d542,Sanoma Learning,True,es
co-02c455d3ef6feccb,Santalucia Seguros,True,es
co-f06de3e872240a73,Satispay,True,es
co-cf99ec632f37df49,Saur Europe,True,es
co-ff6293b12872346c,Savills Spain,True,es
co-c385bd9396ab68e7,Scalian,True,es
co-febb6d91d16463fd,Schneider Electric,True,es
co-34ee649a05b99f7d,Schwarz Corporate Solutions,True,es
co-bf4f0ab6993ead10,Schwarz Digits KG,True,es
co-73960fc112cd1c89,Scopely,True,es
co-204336457256bbe9,Scrm International Hub,True,es
co-302e4d91781c83d2,Sedgwick,True,es
co-648ed9fa666920b3,Seedtag,True,es
co-e774a6ae7931bafd,Serviguide BPO,True,es
co-ed7681e22e240a9f,Shine,True,es
co-c12b990276cb8f50,Sibelco,True,es
co-c9e8a82830e3722d,Sibelco Minerales,True,es
co-ab63e7ccdcfcd052,SkyCell AG,True,es
co-f406632745449e9e,SlashMobility,True,es
co-14c32e52434e46b8,Smadex,True,es
co-9f9b26a5be5cf68d,Smadex SLU,True,es
co-76f35754db412a01,Socialpoint,True,es
co-0bd017949defe3aa,Sofico,True,es
co-0e90376b2a15d9c1,Softonic,True,es
co-af8cdece0f44c308,Sopra Steria,True,es
co-e03a814d742781cc,Sopra-Steria,True,es
co-b255d8db13f79a32,Sprinter,True,es
co-02461f21d77830c4,Strada,True,es
co-3def97bc67732c91,Strategic Platform,True,es
co-8faed2261874a93a,Subject Matter Expert,True,es
co-595f02564ec0c077,Sulzer,True,es
co-fe570aa7c1c48d65,Super Technologies,True,es
co-df942759dab1f6b8,TAPTAP Digital,True,es
co-6a7481744c2af000,TD Synnex,True,es
co-61ff3669720170e6,TELUS Digital,True,es
co-6b11779071cc65d5,Talan,True,es
co-249f6f3d1afc3c0e,TechBiz Global GmbH,True,es
co-2ce29e4a839df417,Temps,True,es
co-fef6594bd19d172e,Tenth Revolution Group,True,es
co-b432bf849f2a2051,Textron,True,es
co-eb96bb195c5fd150,The Cigna Group,True,es
co-de172ac55a12404f,The White Team,True,es
co-5fc2bd406a5e0154,"TheFork, a Tripadvisor company",True,es
co-1417a3b64bd34393,ThinkUPC,True,es
co-d218b35fde120576,Titan OS,True,es
co-6605202a83fdc518,TotalEnergies,True,es
co-90fab585f24139ca,Trabajos en Demo Datos,True,es
co-d06e0f37126f3573,Tracasa Instrumental,True,es
co-62498ebdb6f435d1,Triple,True,es
co-d250075ecdd416cb,Turismo de Islas Canarias,True,es
co-ffb64c747808fd9f,UIC,True,es
co-5fa0799b9cbfae44,"UPCnet, SL",True,es
co-90d324c0836703bc,URIACH,True,es
co-d58ea2ee9b421bfd,UST España & Latam,True,es
co-d6b1299b8c5392e8,Urbaser,True,es
co-f47eace38c729509,UserWise Services,True,es
co-362afc838bd80e78,VINCI,True,es
co-2ef6a326e91ec43b,VISEO - Spain,True,es
co-0835eecf47c473b7,Veepee,True,es
co-d3bd3997a71d091a,Veeva Systems,True,es
co-c347e8041562fc79,Verisure,True,es
co-1c5b982e7f9914d3,Visium Sa,True,es
co-922a671d765cf339,WAM,True,es
co-2ac406d4f04e2b17,WORLD 3D Ltd.,True,es
co-cad9dca157c9baab,WPT Global,True,es
co-7044e201868d970f,WSP Spain,True,es
co-7ddb27f53ca6a307,WebBeds,True,es
co-faf1be7c0f2a6c3b,Wodker Associates,True,es
co-68e72f5d171141a7,YABA,True,es
co-6fd84f7c43dc84c5,Zaelab,True,es
co-d0545baa610bb65f,Zynga,True,es
co-42f203952e7958b4,adm-Indicia,True,es
co-4fc96785d6c53618,assininedesigns,True,es
co-972f0615aa9223fd,dentsu,True,es
co-89507ebd502d7393,domestiko.com,True,es
co-5823896a4fe56e82,eDreams ODIGEO,True,es
co-9a9bcf06e8362ff6,eXperience IT Solutions,True,es
co-48149e7b96927bfa,emineo.ch,True,es
co-d404ad0428815a34,knowmad mood,True,es
co-360eceaf17809a5f,4M Recruitment,True,gb
co-247804695a63204c,4Recruitment Services,True,gb
co-179b0cb9cc5d1900,ABL Recruitment,True,gb
co-214d74a7a08246dd,ABM UK,True,gb
co-d0762c3a4e28a15c,AEGIS London,True,gb
co-2a949502e8087562,AFH Financial Group,True,gb
co-007ee62482d26c15,AJ BELL BUSINESS SOLUTIONS LIMITED,True,gb
co-ca66703387ad411d,AMS CWS,True,gb
co-57cc1511d6e01cf7,AND Digital,True,gb
co-eb527d6b62a7144f,AQR,True,gb
co-dc2201ea71ffdcff,Accenture,True,gb
co-bbd2ec8135f7e25b,Acrisure,True,gb
co-5d0da633c5eb15ac,Ad Warrior Ltd,True,gb
co-b4f744a73760db7c,Adaio,True,gb
co-ec13b8b833847e12,Addepar,True,gb
co-abfe4c95bd370a46,Addition,True,gb
co-09baaff1c303117a,Adecco,True,gb
co-7700b3cbea6dcf03,Adepta Partners Limited,True,gb
co-beda6b07212b0e5e,Adria Solutions Ltd,True,gb
co-0eb4c1436f3697c7,Adroit People Limited,True,gb
co-9fe79c810a892ad8,Advance TRS,True,gb
co-7790f06765c28855,Ageas,True,gb
co-47cbcb31cdaeb6e1,Aiimi,True,gb
co-9e30e8812836bd86,Air Apps,True,gb
co-1eee5fd7d91d4e0a,Airbus,True,gb
co-d3ee70f44cea6308,Akkodis,True,gb
co-e7257461df79f1f3,Alexander Dennis,True,gb
co-e6390ef3a0d17cf9,Alexander Mae Ltd,True,gb
co-d8d0ae5e39fbec50,Allica Bank,True,gb
co-2ff77a2b0f66d4b2,Amazon,True,gb
co-d5f4f7fa944419a8,American International Group,True,gb
co-70e2fa662e5e6ce2,Ameriprise,True,gb
co-e36379cdbe4aa444,Amey Ltd,True,gb
co-299386685eb31a59,Amtis Professional Ltd,True,gb
co-a055246d41730dd1,Anaplan,True,gb
co-b84df84de837bc5b,Anglian Water,True,gb
co-ea480c9dc3388794,Anglian Water Services,True,gb
co-57f59e9a3547c666,Anne Corder Recruitment,True,gb
co-273f41ba777c8c94,Anson Mccade,True,gb
co-8faf02f2fac009e1,Aqovia,True,gb
co-822c6f621b38f61a,Aquent,True,gb
co-69b18ac83cfbf6bf,Aquent UK,True,gb
co-97cb1af46c8e8168,Arboris,True,gb
co-ed0f1640aa198dc6,Arc IT Recruitment,True,gb
co-5ee0f3d1a196b34e,Arcadis,True,gb
co-f66bc1b64232c8f2,Arch Capital Group,True,gb
co-7f2c12c4ee3f9a4a,Artemis Technologies,True,gb
co-ba8341bbeccb4b99,Arthur J. Gallagher & Co.,True,gb
co-174a611535a82c68,Artis Recruitment,True,gb
co-605aff6885bb58a0,Arup,True,gb
co-6b5c307acf57a4b1,Arvato,True,gb
co-302b118003aaeffd,Arvato SCM UK Ltd,True,gb
co-bd3b8b9ca14f4306,Ascent Resourcing Limited,True,gb
co-d80eefd27863a589,Ashdown Group,True,gb
co-9a5e60a2eef4ab77,Ashurst Perkins Coie,True,gb
co-3801b4571f77f37d,Aston Martin F1,True,gb
co-7602095ef64f4bcf,AtkinsRéalis,True,gb
co-1b352536189627fb,Atomos,True,gb
co-e4723bd51a22e73b,Auto Windscreens,True,gb
co-5b44bf6dcd80261f,AutoTrader UK,True,gb
co-99720014995e2339,Avaloq,True,gb
co-849677f99dffb733,B&Q,True,gb
co-fc75f93f6c7f771c,BAE Systems,True,gb
co-a4cd322496a245ce,BBC UK,True,gb
co-651d65b85364fce8,BCM Global,True,gb
co-eaf3e56f9ed75030,BDO,True,gb
co-2ad2d6a92e777bfa,BDO LLP,True,gb
co-1078dc39e6c62ade,BDO Recruitment,True,gb
co-cab1446ce896eb39,BGC Partners,True,gb
co-fdd77b90b1cd9f7c,BP Energy,True,gb
co-76bf30558e485f66,BPHA,True,gb
co-411b8e3c4f4ea5f0,BRIAN DURHAM RECRUITMENT SERVICES LIMITED,True,gb
co-531ca4fa416636b2,BRITISH MEDICAL ASSOCIATION,True,gb
co-4b7f6a96d1402140,BX,True,gb
co-263d2c8e61161065,Baillie Gifford & Co,True,gb
co-946cb4b272971e0e,Baltimore,True,gb
co-924b205cb6c8cc0b,Baltimore Consulting,True,gb
co-55b723ab35ed78dd,Baltimore Consulting Limited,True,gb
co-07310f857064f966,Bank of China,True,gb
co-2a1c388d48e4446c,Barclays,True,gb
co-a12227b77de8354d,Beamery,True,gb
co-be1c3950fce0c8c3,Belinda Roberts Ltd,True,gb
co-c4ef6c3f61673991,Berkmann Wine Cellars,True,gb
co-99a045b14fcd3971,Biffa Waste Services,True,gb
co-7d4d66a458ab75e9,BioPhorum,True,gb
co-941781a9143f9ce8,Birketts,True,gb
co-cc5bcff5f70b5cc5,Birketts LLP,True,gb
co-69a362e0a242006f,Bleckmann Solutions UK,True,gb
co-6ebc0ee293de8206,Blue Cross,True,gb
co-ff0ffa4d16224021,Boeing,True,gb
co-1e0105cb36ff5dfd,Brian Durham Recruitment Services,True,gb
co-88bcdbc85a1fbf10,Bridge Recruitment UK Ltd,True,gb
co-6bb501587454d7c1,Bright Purple Resourcing,True,gb
co-273d28af5ea6a8a5,Bristow Group,True,gb
co-081435e49e4a9455,British Heart Foundation,True,gb
co-5eb42b010a80910a,Brookson,True,gb
co-b6eaf0c0ae09d440,Broster Buchanan,True,gb
co-b3c9305d1bba8721,Burberry,True,gb
co-29bb0cc57c9b6789,CBSbutler Holdings Limited,True,gb
co-2e546b16114fdc36,CBSbutler Holdings Limited trading as CBSbutler,True,gb
co-5d0b467c9472e6a0,CDP Global,True,gb
co-23101f3f1c05502f,CI&T,True,gb
co-af2c045026398fda,CMS Distribution,True,gb
co-720e0fe9e4e24f7e,CNA Hardy,True,gb
co-3481edcb6a72c913,CPS Group Limited,True,gb
co-df9973ea1091685c,CRELIMUK Credera Limited,True,gb
co-95da2ecbb51a0a1f,CSC,True,gb
co-a828afc1668db042,CSC Corporation Service Company,True,gb
co-15b0e40bd3e310bf,CUBE,True,gb
co-7a1efc00c0c4f281,Cadeler,True,gb
co-36a5359394cd6c17,Cadillac Formula 1® Team,True,gb
co-ffdda5ce1545f584,Canopius,True,gb
co-3b8e81dff98c4471,Capco,True,gb
co-f0bb95d0baf329f7,Capgemini,True,gb
co-d29d485d18eb4702,Capital One UK,True,gb
co-67452b53ebde2a45,Career Moves Group,True,gb
co-c8138b4b0de3facc,Castle Trust Bank,True,gb
co-32286541ae80ccb3,Catalyst,True,gb
co-2dbcd69c57062a9c,Catch22,True,gb
co-1fe976b4e4378f8f,Cathcart Technology,True,gb
co-d57ca89cbc6faa3d,Cencora,True,gb
co-33df9f6347512ecc,Centrica,True,gb
co-43ef62eb9202880a,Centrica - CHP,True,gb
co-72c565ce62eb5e53,Chambers and Partners,True,gb
co-6705f5ee09587207,Change Grow Live,True,gb
co-f89f6acb0b508f71,Chartered Insurance Institute,True,gb
